address,bstory_cnt,old,lat,lon,in_flood_area,flood_point_count,height(m),ground_nof,struc,1f_flo,flood_risk_score,flood_risk_level,cluster
서울특별시 강남구 역삼동 622-20번지,2,25,37.5025942,127.0284098,1,4492,6.65,2,6,3.6575000000000006,37.63197586726999,2,1.0
서울특별시 강남구 역삼동 635-15번지,1,45,37.500001,127.0292231,1,4609,0.0,2,2,0.0,38.612368024132735,2,4.0
서울특별시 강남구 역삼동 636번지,1,19,37.5013143,127.0312815,1,5175,27.5,10,6,3.0250000000000004,43.35511982570806,3,0.0
서울특별시 강남구 역삼동 636-1번지,1,35,37.5010524,127.0312147,1,5211,13.9,5,6,3.0580000000000007,43.656778950896594,3,1.0
서울특별시 강남구 역삼동 636-2번지,1,37,37.5010973,127.0313686,1,5246,7.8,2,2,4.29,43.95005865594101,3,4.0
서울특별시 강남구 역삼동 636-6번지,1,23,37.5014392,127.0314814,1,5205,16.3,6,6,2.9883333333333337,43.60650243003184,3,1.0
서울특별시 강남구 역삼동 636-7번지,2,3,37.501498,127.0316794,1,5251,26.1,5,6,5.742000000000001,43.99195575666164,3,0.0
서울특별시 강남구 역삼동 636-8번지,1,29,37.5013457,127.0317943,1,5298,11.0,3,6,4.033333333333333,44.38578850343556,3,1.0
서울특별시 강남구 역삼동 636-9번지,1,27,37.501303,127.0316518,1,5277,9.5,3,6,3.4833333333333334,44.20982068040892,3,1.0
서울특별시 강남구 역삼동 636-10번지,1,30,37.501249,127.0315348,1,5267,10.2,3,2,3.74,44.12602647896765,3,4.0
서울특별시 강남구 역삼동 636-11번지,1,33,37.5010808,127.0316152,1,5294,7.2,2,2,3.96,44.352270822859055,3,4.0
서울특별시 강남구 역삼동 636-12번지,1,23,37.5011622,127.0318892,1,5298,12.59,4,6,3.46225,44.38578850343556,3,1.0
서울특별시 강남구 역삼동 636-13번지,1,47,37.500984,127.0319289,1,5273,8.0,2,2,4.4,44.17630299983241,3,4.0
서울특별시 강남구 역삼동 788-6번지,1,34,37.4932712,127.0410451,1,3793,10.5,3,6,3.850000000000001,31.77476118652589,2,1.0
서울특별시 강남구 역삼동 788-10번지,4,32,37.493112,127.041268,1,3753,0.0,8,6,0.0,31.43958438076085,2,2.0
서울특별시 강남구 역삼동 788-12번지,2,34,37.49320609999999,127.0408434,1,3800,14.9,4,6,4.0975,31.833417127534773,2,1.0
서울특별시 강남구 역삼동 788-13번지,2,19,37.4930174,127.040932,1,3783,24.2,6,6,4.4366666666666665,31.69096698508464,2,1.0
서울특별시 강남구 역삼동 788-14번지,2,3,37.4928946,127.0409896,1,3777,29.7,7,6,4.667142857142857,31.64069046421988,2,0.0
서울특별시 강남구 역삼동 788-15번지,2,33,37.4927425,127.0409914,1,3761,20.85,5,6,4.587000000000001,31.50661974191386,2,1.0
서울특별시 강남구 역삼동 788-20번지,1,41,37.4935949,127.0414679,1,3745,0.0,3,6,0.0,31.37254901960784,2,2.0
서울특별시 강남구 역삼동 788-22번지,0,15,37.4934405,127.0414709,1,3746,14.67,5,6,3.2274000000000003,31.38092843975197,2,0.0
서울특별시 강남구 역삼동 788-23번지,1,44,37.4935316,127.0416418,1,3717,0.0,2,6,0.0,31.137925255572316,2,2.0
서울특별시 강남구 역삼동 788-24번지,1,34,37.4933229,127.0415387,1,3732,13.79,5,6,3.0338000000000003,31.263616557734203,2,1.0
서울특별시 강남구 역삼동 788-25번지,0,6,37.4933646,127.0417018,1,3713,15.6,5,6,3.4320000000000004,31.10440757499581,2,0.0
서울특별시 강남구 역삼동 788-26번지,2,33,37.493472,127.0419025,1,3662,26.6,7,6,4.180000000000001,30.67705714764538,2,1.0
서울특별시 강남구 역삼동 609-7번지,1,32,37.5049836,127.03245,1,4579,7.35,2,2,4.0425,38.36098541980896,2,4.0
서울특별시 강남구 역삼동 750-5번지,1,30,37.4958522,127.0348048,1,4617,10.3,3,6,3.7766666666666673,38.67940338528574,2,1.0
서울특별시 강남구 역삼동 750-6번지,0,13,37.4957776,127.0348962,1,4608,13.2,5,6,2.904,38.60398860398861,2,0.0
서울특별시 강남구 역삼동 750-7번지,0,23,37.4959032,127.0350024,1,4613,14.62,5,6,3.2164,38.64588570470923,2,0.0
서울특별시 강남구 역삼동 750-8번지,1,28,37.496012,127.0352506,1,4616,15.02,5,6,3.3044,38.671023965141615,2,1.0
서울특별시 강남구 역삼동 750-9번지,1,28,37.4958586,127.0353292,1,4588,10.55,3,6,3.868333333333334,38.43640020110609,2,1.0
서울특별시 강남구 역삼동 750-12번지,1,29,37.495847,127.0351913,1,4591,9.6,3,6,3.52,38.46153846153847,2,1.0
서울특별시 강남구 역삼동 750-13번지,1,34,37.4957042,127.0351535,1,4589,10.9,3,6,3.996666666666667,38.444779621250206,2,1.0
서울특별시 강남구 역삼동 765-32번지,2,17,37.4967691,127.0515829,1,758,70.8,26,6,2.995384615384616,6.343221049103402,1,3.0
서울특별시 강남구 역삼동 765-32번지,2,17,37.4967691,127.0515829,1,758,45.6,17,6,2.950588235294118,6.343221049103402,1,3.0
서울특별시 강남구 역삼동 765-32번지,2,17,37.4967691,127.0515829,1,758,42.8,16,6,2.9425,6.343221049103402,1,3.0
서울특별시 강남구 역삼동 765-32번지,0,17,37.4967691,127.0515829,1,758,3.9,1,6,4.29,6.343221049103402,1,0.0
서울특별시 강남구 역삼동 766번지,1,28,37.4959364,127.0496193,1,1180,10.9,3,6,3.996666666666667,9.879336349924586,1,1.0
서울특별시 강남구 역삼동 766-1번지,0,23,37.4958184,127.0497142,1,1166,11.6,4,6,3.19,9.76202446790682,1,0.0
서울특별시 강남구 역삼동 719-19번지,1,33,37.5014891,127.0409623,1,3296,7.5,2,2,4.125,27.610189374895256,2,4.0
서울특별시 강남구 역삼동 728-18번지,2,2,37.4976985,127.0402023,1,4028,18.0,5,1,3.96,33.74392492039551,2,4.0
서울특별시 강남구 역삼동 728-19번지,1,9,37.4977629,127.0404181,1,3919,15.6,5,6,3.4320000000000004,32.83056812468577,2,0.0
서울특별시 강남구 역삼동 728-21번지,1,24,37.4973602,127.0397788,1,4266,14.7,5,6,3.234,35.7382269146975,2,1.0
서울특별시 강남구 역삼동 728-22번지,1,22,37.4971885,127.0398578,1,4230,21.0,6,6,3.850000000000001,35.43656778950896,2,1.0
서울특별시 강남구 역삼동 728-23번지,1,34,37.4974137,127.0399585,1,4152,12.75,4,6,3.50625,34.782973018267136,2,1.0
서울특별시 강남구 역삼동 728-24번지,1,29,37.4972533,127.0400307,1,4160,12.3,4,6,3.3825000000000003,34.850008379420146,2,1.0
서울특별시 강남구 역삼동 728-25번지,1,43,37.4973995,127.0401747,1,4088,0.0,2,2,0.0,34.246690129043074,2,4.0
서울특별시 강남구 역삼동 728-28번지,1,10,37.4974696,127.0403536,1,3998,10.98,2,6,6.039000000000001,33.49254231607173,2,0.0
서울특별시 강남구 역삼동 728-29번지,1,45,37.4975402,127.0405331,1,3917,0.0,2,2,0.0,32.81380928439752,2,4.0
서울특별시 강남구 역삼동 728-30번지,1,14,37.4983812,127.0404364,1,3888,14.6,5,6,3.212,32.570806100217865,2,0.0
서울특별시 강남구 역삼동 728-31번지,0,22,37.4984454,127.040653,1,3817,16.11,5,6,3.5442000000000005,31.975867269984917,2,0.0
서울특별시 강남구 역삼동 728-32번지,1,30,37.4982477,127.0404985,1,3888,10.9,3,6,3.996666666666667,32.570806100217865,2,1.0
서울특별시 강남구 역삼동 695번지,1,23,37.5068374,127.0447941,1,848,13.6,5,6,2.992,7.097368862074744,1,1.0
서울특별시 강남구 역삼동 695-1번지,1,33,37.5067554,127.0449255,1,824,9.8,3,6,3.593333333333334,6.89626277861572,1,1.0
서울특별시 강남구 역삼동 695-3번지,1,3,37.5065453,127.0452687,1,750,16.35,5,6,3.597000000000001,6.276185687950393,1,0.0
서울특별시 강남구 역삼동 695-4번지,1,23,37.5064505,127.0454253,1,735,12.25,4,6,3.3687500000000004,6.150494385788504,1,1.0
서울특별시 강남구 역삼동 695-5번지,1,25,37.5063317,127.04562,1,676,11.9,4,6,3.2725000000000004,5.656108597285068,1,1.0
서울특별시 강남구 역삼동 695-6번지,1,23,37.5062375,127.0457709,1,647,12.3,4,6,3.3825000000000003,5.413105413105414,1,1.0
서울특별시 강남구 역삼동 695-7번지,1,29,37.5061469,127.0459181,1,625,10.2,3,6,3.74,5.2287581699346415,1,1.0
서울특별시 강남구 역삼동 695-8번지,3,23,37.5060557,127.0460655,1,611,15.4,5,6,3.3880000000000003,5.111446287916877,1,1.0
서울특별시 강남구 역삼동 695-9번지,1,23,37.50596540000001,127.0462142,1,608,15.6,5,6,3.4320000000000004,5.086308027484499,1,1.0
서울특별시 강남구 역삼동 703번지,3,5,37.5046202,127.0441331,1,1533,40.23,13,6,3.4040769230769232,12.837271660801076,1,3.0
서울특별시 강남구 역삼동 703-1번지,2,16,37.5044225,127.044027,1,1576,20.8,6,6,3.813333333333334,13.197586726998496,1,1.0
서울특별시 강남구 역삼동 703-2번지,3,13,37.5042346,127.0439554,1,1620,43.45,13,6,3.676538461538462,13.56628121334004,1,3.0
서울특별시 강남구 역삼동 703-3번지,1,37,37.5040916,127.0440287,1,1625,17.25,5,6,3.795,13.608178314060668,1,1.0
서울특별시 강남구 역삼동 663-29번지,1,28,37.5058065,127.0396764,1,2610,11.7,4,6,3.2175,21.8619071560248,2,1.0
서울특별시 강남구 역삼동 663-30번지,2,11,37.5058728,127.0399022,1,2535,14.4,5,6,3.168,21.233450645215356,2,0.0
서울특별시 강남구 역삼동 663-31번지,1,28,37.5059866,127.0400624,1,2477,12.4,4,6,3.4100000000000006,20.747444276856044,2,1.0
서울특별시 강남구 역삼동 663-32번지,1,27,37.5058813,127.0401314,1,2489,12.8,4,6,3.5200000000000005,20.84799731858556,2,1.0
서울특별시 강남구 역삼동 674번지,1,35,37.5050606,127.0399057,1,2800,14.05,4,6,3.863750000000001,23.45399698340875,2,1.0
서울특별시 강남구 역삼동 674-1번지,1,46,37.505125,127.0401019,1,2755,0.0,2,2,0.0,23.07692307692308,2,4.0
서울특별시 강남구 역삼동 674-2번지,1,45,37.5049308,127.0400723,1,2821,0.0,3,2,0.0,23.6299648064354,2,4.0
서울특별시 강남구 역삼동 674-3번지,1,41,37.5047673,127.040149,1,2826,0.0,3,2,0.0,23.67186190715603,2,4.0
서울특별시 강남구 역삼동 674-4번지,1,40,37.5046057,127.0402216,1,2870,0.0,3,2,0.0,24.04055639349757,2,4.0
서울특별시 강남구 역삼동 674-5번지,1,28,37.504418,127.0401615,1,2962,10.2,3,6,3.74,24.81146304675717,2,1.0
서울특별시 강남구 역삼동 674-6번지,1,24,37.5044574,127.0402922,1,2909,10.25,3,6,3.758333333333333,24.367353779118485,2,1.0
서울특별시 강남구 역삼동 674-7번지,0,18,37.5044818,127.0404341,1,2867,18.5,5,6,4.07,24.015418133065197,2,0.0
서울특별시 강남구 역삼동 674-10번지,1,29,37.50429099999999,127.0403771,1,2964,10.2,3,6,3.74,24.82822188704542,2,1.0
서울특별시 강남구 역삼동 674-11번지,1,29,37.5043134,127.0405195,1,2912,10.6,3,6,3.8866666666666663,24.392492039550863,2,1.0
서울특별시 강남구 역삼동 638-13번지,0,22,37.5020127,127.0330269,1,5296,12.33,4,6,3.39075,44.36902966314732,3,0.0
서울특별시 강남구 역삼동 638-15번지,1,36,37.5020059,127.0332078,1,5324,7.95,2,2,4.3725000000000005,44.603653427182834,3,4.0
서울특별시 강남구 역삼동 638-16번지,1,30,37.5020807,127.0333639,1,5282,11.6,3,6,4.253333333333334,44.25171778112954,3,1.0
서울특별시 강남구 역삼동 638-17번지,0,24,37.5020249,127.0335383,1,5292,12.4,4,6,3.4100000000000006,44.33551198257081,3,0.0
서울특별시 강남구 역삼동 638-18번지,1,30,37.5018667,127.0334023,1,5332,11.7,3,2,4.29,44.67068878833585,3,4.0
서울특별시 강남구 역삼동 638-19번지,1,34,37.5018377,127.033193,1,5330,0.0,5,6,0.0,44.65392994804759,3,2.0
서울특별시 강남구 역삼동 638-20번지,1,35,37.50172,127.0332338,1,5368,10.1,3,6,3.7033333333333336,44.97234791352439,3,1.0
서울특별시 강남구 역삼동 639번지,1,6,37.5027479,127.0337642,1,4968,19.0,6,6,3.4833333333333334,41.62057985587397,3,0.0
서울특별시 강남구 역삼동 639-3번지,1,13,37.5026588,127.0339952,1,4982,15.72,5,6,3.4584000000000006,41.73789173789174,3,0.0
서울특별시 강남구 역삼동 639-5번지,1,24,37.5025803,127.0337651,1,5048,10.4,4,6,2.8600000000000003,42.29093346740406,3,1.0
서울특별시 강남구 역삼동 639-6번지,0,22,37.5024162,127.0337294,1,5076,13.9,5,6,3.0580000000000007,42.52555723143959,3,0.0
서울특별시 강남구 역삼동 639-7번지,0,17,37.5024317,127.0338506,1,5057,13.5,5,6,2.9700000000000006,42.36634824870119,3,0.0
서울특별시 강남구 역삼동 653-6번지,4,1,37.5081093,127.0375244,1,2960,38.2,11,6,3.8200000000000007,24.794704206468914,2,3.0
서울특별시 강남구 역삼동 791-23번지,1,27,37.4941863,127.0387934,1,4222,21.8,8,6,2.9975000000000005,35.36953242835596,2,1.0
서울특별시 강남구 역삼동 792번지,1,22,37.4938604,127.0356264,1,4439,18.5,6,6,3.391666666666667,37.187866599631306,2,1.0
서울특별시 강남구 역삼동 792-1번지,1,22,37.493902,127.0357508,1,4438,18.5,6,6,3.391666666666667,37.17948717948718,2,1.0
서울특별시 강남구 역삼동 792-2번지,1,37,37.4937528,127.0357488,1,4413,11.1,4,6,3.0525,36.97000167588403,2,1.0
서울특별시 강남구 역삼동 792-3번지,1,34,37.4936232,127.0358108,1,4389,14.75,5,6,3.245000000000001,36.76889559242501,2,1.0
서울특별시 강남구 역삼동 792-4번지,0,23,37.4934922,127.0359515,1,4349,14.05,5,6,3.091,36.433718786659966,2,0.0
서울특별시 강남구 역삼동 614-18번지,1,23,37.5049256,127.0300405,1,4507,8.49,2,6,4.6695,37.75766716943188,2,1.0
서울특별시 강남구 역삼동 614-19번지,1,40,37.5050911,127.0298301,1,4517,0.0,2,2,0.0,37.841461370873134,2,4.0
서울특별시 강남구 역삼동 614-20번지,1,38,37.5051674,127.0300345,1,4538,0.0,1,2,0.0,38.01742919389978,2,4.0
서울특별시 강남구 역삼동 614-21번지,1,42,37.5050108,127.0301252,1,4534,0.0,2,2,0.0,37.98391151332328,2,4.0
서울특별시 강남구 역삼동 614-22번지,2,23,37.5052022,127.0302713,1,4573,8.7,2,6,4.785,38.3107088989442,2,1.0
서울특별시 강남구 역삼동 614-23번지,1,34,37.5052986,127.0304318,1,4597,10.85,2,6,5.9675,38.51181498240322,2,1.0
서울특별시 강남구 역삼동 614-24번지,0,19,37.5050818,127.0302122,1,4552,7.9,2,6,4.345000000000001,38.134741075917546,2,0.0
서울특별시 강남구 역삼동 752-38번지,1,34,37.49473589999999,127.034052,1,4554,12.7,4,6,3.4925,38.1514999162058,2,1.0
서울특별시 강남구 역삼동 752-39번지,1,31,37.494637,127.0341346,1,4552,12.5,4,6,3.4375000000000004,38.134741075917546,2,1.0
서울특별시 강남구 역삼동 752-40번지,0,15,37.4946102,127.0339717,1,4540,14.6,5,6,3.212,38.034188034188034,2,0.0
서울특별시 강남구 역삼동 752-41번지,1,45,37.4944769,127.0342017,1,4536,0.0,2,6,0.0,38.00067035361153,2,2.0
서울특별시 강남구 역삼동 752-43번지,0,15,37.4944893,127.0340466,1,4531,11.9,4,6,3.2725000000000004,37.9587732528909,2,0.0
서울특별시 강남구 역삼동 752-44번지,0,11,37.4944747,127.0338985,1,4519,15.0,5,6,3.3000000000000003,37.85822021116139,2,0.0
서울특별시 강남구 역삼동 752-46번지,1,36,37.4946225,127.0338289,1,4532,7.7,2,2,4.235,37.967152673035024,2,4.0
서울특별시 강남구 역삼동 752-47번지,0,25,37.4946438,127.033651,1,4520,10.8,4,6,2.9700000000000006,37.86659963130551,2,1.0
서울특별시 강남구 역삼동 752-49번지,1,21,37.4946802,127.0335051,1,4510,14.45,5,6,3.179,37.782805429864254,2,1.0
서울특별시 강남구 역삼동 752-50번지,0,25,37.4945267,127.0335974,1,4515,12.05,5,6,2.651,37.82470253058489,2,1.0
서울특별시 강남구 역삼동 752-53번지,1,39,37.4943695,127.03384,1,4498,0.0,3,6,0.0,37.68225238813474,2,2.0
서울특별시 강남구 역삼동 752-59번지,0,14,37.4949225,127.0341258,1,4562,12.0,4,6,3.3000000000000003,38.2185352773588,2,0.0
서울특별시 강남구 역삼동 753번지,1,20,37.4958799,127.0335951,1,4739,18.25,6,6,3.3458333333333337,39.70169264286911,2,1.0
서울특별시 강남구 역삼동 705-6번지,1,41,37.5049463,127.0471062,1,642,18.2,5,6,4.004,5.371208312384783,1,1.0
서울특별시 강남구 역삼동 705-7번지,5,8,37.5050516,127.0472716,1,592,35.0,11,6,3.5,4.952237305178482,1,3.0
서울특별시 강남구 역삼동 705-8번지,2,29,37.5048957,127.0474711,1,581,21.3,4,6,5.857500000000001,4.860063683593096,1,1.0
서울특별시 강남구 역삼동 705-9번지,6,34,37.504645,127.0474442,1,622,0.0,18,6,0.0,5.203619909502263,1,3.0
서울특별시 강남구 역삼동 705-14번지,2,38,37.5051368,127.0474504,1,552,0.0,4,6,0.0,4.617060499413441,1,2.0
서울특별시 강남구 역삼동 722-7번지,1,32,37.499799,127.0422828,1,3035,0.0,5,6,0.0,25.423160717278364,2,2.0
서울특별시 강남구 역삼동 722-8번지,1,50,37.4997928,127.0420152,1,3132,15.7,5,2,3.454,26.235964471258587,2,4.0
서울특별시 강남구 역삼동 722-9번지,2,28,37.5004479,127.0418239,1,3171,48.5,5,6,10.67,26.5627618568795,2,1.0
서울특별시 강남구 역삼동 723번지,2,22,37.5004912,127.040609,1,3521,21.2,6,6,3.8866666666666663,29.495558907323616,2,1.0
서울특별시 강남구 역삼동 723-1번지,1,23,37.5005682,127.0408527,1,3457,21.7,5,6,4.774,28.95927601809955,2,1.0
서울특별시 강남구 역삼동 723-2번지,1,34,37.500364,127.0409477,1,3452,15.4,5,6,3.3880000000000003,28.917378917378915,2,1.0
서울특별시 강남구 역삼동 723-3번지,3,7,37.5006034,127.0410859,1,3386,38.45,9,6,4.6994444444444445,28.3643371878666,2,3.0
서울특별시 강남구 역삼동 723-5번지,1,34,37.500397,127.0411823,1,3365,12.0,4,6,3.3000000000000003,28.188369364839957,2,1.0
서울특별시 강남구 역삼동 677-26번지,0,9,37.5022677,127.0404015,1,3387,11.5,3,4,4.216666666666667,28.372716608010723,2,0.0
서울특별시 강남구 역삼동 678번지,4,16,37.5025697,127.0379343,1,4397,25.15,8,6,3.458125,36.835930953578014,2,3.0
서울특별시 강남구 역삼동 678-1번지,1,31,37.50263899999999,127.0381465,1,4251,21.8,6,6,3.996666666666667,35.61253561253561,2,1.0
서울특별시 강남구 역삼동 678-2번지,1,34,37.5027081,127.0383574,1,4120,17.5,5,6,3.850000000000001,34.5148315736551,2,1.0
서울특별시 강남구 역삼동 678-3번지,1,34,37.5027773,127.0385684,1,4005,17.93,5,6,3.9446,33.551198257080614,2,1.0
서울특별시 강남구 역삼동 678-4번지,1,22,37.5028464,127.0387795,1,3914,19.99,6,5,3.6648333333333336,32.78867102396514,2,1.0
서울특별시 강남구 역삼동 678-5번지,1,34,37.5029145,127.0389912,1,3817,2.01,5,6,0.4422,31.975867269984917,2,2.0
서울특별시 강남구 역삼동 678-6번지,2,8,37.502781,127.0390373,1,3841,33.65,11,6,3.365,32.17697335344394,2,3.0
서울특별시 강남구 역삼동 678-7번지,1,38,37.5026975,127.0387837,1,3965,21.95,5,6,4.829,33.21602145131557,2,1.0
서울특별시 강남구 역삼동 678-8번지,1,45,37.5026143,127.0385299,1,4108,17.1,5,6,3.762000000000001,34.41427853192559,2,1.0
서울특별시 강남구 역삼동 678-9번지,1,36,37.502531,127.0382759,1,4267,12.8,4,6,3.5200000000000005,35.74660633484163,2,1.0
서울특별시 강남구 역삼동 689-2번지,3,17,37.5066962,127.0408665,1,2025,39.9,12,6,3.6575,16.95994637171108,1,3.0
서울특별시 강남구 역삼동 689-3번지,4,37,37.5065629,127.0409967,1,2011,24.27,7,6,3.813857142857143,16.842634489693314,1,1.0
서울특별시 강남구 역삼동 697-11번지,2,28,37.5052821,127.0468092,1,646,26.6,7,6,4.180000000000001,5.404725992961288,1,1.0
서울특별시 강남구 역삼동 697-13번지,1,20,37.505308,127.0465948,1,658,19.2,5,6,4.224,5.5052790346908,1,1.0
서울특별시 강남구 역삼동 697-14번지,1,48,37.5053995,127.0464226,1,660,7.5,2,2,4.125,5.522037874979052,1,4.0
서울특별시 강남구 역삼동 697-15번지,1,29,37.5054892,127.0462533,1,665,10.35,3,6,3.795,5.5639349756996825,1,1.0
서울특별시 강남구 역삼동 697-16번지,1,30,37.5055787,127.046084,1,673,11.3,3,2,4.143333333333334,5.63097033685269,1,4.0
서울특별시 강남구 역삼동 697-17번지,1,25,37.5056698,127.0459136,1,688,14.55,5,6,3.2010000000000005,5.75666163901458,1,1.0
서울특별시 강남구 역삼동 697-18번지,1,28,37.5057652,127.0457327,1,709,10.6,3,6,3.8866666666666663,5.932629462041227,1,1.0
서울특별시 강남구 역삼동 697-19번지,1,1,37.50589739999999,127.0454824,1,742,26.82,7,6,4.214571428571429,6.209150326797387,1,0.0
